0.00000000,-0.97916700,,,
0.00001042,-0.95833300,,,
0.00002084,-0.93750000,,,
0.00003126,-0.91666700,,,
0.00004168,-0.89583300,,,
0.00005210,-0.87500000,,,
0.00006252,-0.85416700,,,
0.00007294,-0.83333300,,,
0.00008336,-0.81250000,,,
0.00009378,-0.79166700,,,
0.00010420,-0.77083400,,,
0.00011462,-0.75000000,,,
0.00012504,-0.72916700,,,
0.00013546,-0.70833400,,,
0.00014588,-0.68750000,,,
0.00015630,-0.66666700,,,
0.00016672,-0.64583400,,,
0.00017714,-0.62500000,,,
0.00018756,-0.60416700,,,
0.00019798,-0.58333400,,,
0.00020840,-0.56250000,,,
0.00021882,-0.54166700,,,
0.00022924,-0.52083400,,,
0.00023966,-0.50000000,,,
0.00025008,-0.47916700,,,
0.00026050,-0.45833400,,,
0.00027092,-0.43750000,,,
0.00028134,-0.41666700,,,
0.00029176,-0.39583400,,,
0.00030218,-0.37500000,,,
0.00031260,-0.35416700,,,
0.00032302,-0.33333400,,,
0.00033344,-0.31250000,,,
0.00034386,-0.29166700,,,
0.00035428,-0.27083400,,,
0.00036470,-0.25000000,,,
0.00037512,-0.22916700,,,
0.00038554,-0.20833400,,,
0.00039596,-0.18750000,,,
0.00040638,-0.16666700,,,
0.00041680,-0.14583400,,,
0.00042722,-0.12500000,,,
0.00043764,-0.10416700,,,
0.00044806,-0.08333370,,,
0.00045848,-0.06250040,,,
0.00046890,-0.04166710,,,
0.00047932,-0.02083370,,,
0.00048974,-0.00000041,,,
0.00050016,0.02083290,,,
0.00051058,0.04166630,,,
0.00052100,0.06249960,,,
0.00053142,0.08333290,,,
0.00054184,0.10416600,,,
0.00055226,0.12500000,,,
0.00056268,0.14583300,,,
0.00057310,0.16666600,,,
0.00058352,0.18750000,,,
0.00059394,0.20833300,,,
0.00060436,0.22916600,,,
0.00061478,0.25000000,,,
0.00062520,0.27083300,,,
0.00063562,0.29166600,,,
0.00064604,0.31250000,,,
0.00065646,0.33333300,,,
0.00066688,0.35416600,,,
0.00067730,0.37500000,,,
0.00068772,0.39583300,,,
0.00069814,0.41666600,,,
0.00070856,0.43750000,,,
0.00071898,0.45833300,,,
0.00072940,0.47916600,,,
0.00073982,0.50000000,,,
0.00075024,0.52083300,,,
0.00076066,0.54166600,,,
0.00077108,0.56250000,,,
0.00078150,0.58333300,,,
0.00079192,0.60416600,,,
0.00080234,0.62500000,,,
0.00081276,0.64583300,,,
0.00082318,0.66666600,,,
0.00083360,0.68750000,,,
0.00084402,0.70833300,,,
0.00085444,0.72916600,,,
0.00086486,0.74999900,,,
0.00087528,0.77083300,,,
0.00088570,0.79166600,,,
0.00089612,0.81249900,,,
0.00090654,0.83333300,,,
0.00091696,0.85416600,,,
0.00092738,0.87499900,,,
0.00093780,0.89583300,,,
0.00094822,0.91666600,,,
0.00095864,0.93749900,,,
0.00096906,0.95833300,,,
0.00097948,0.97916600,,,
0.00098990,0.99999900,,,
0.00100032,-0.97916700,,,
0.00101074,-0.95833300,,,
0.00102116,-0.93750000,,,
