0.00000000,0.95833330
0.00001042,0.91666670
0.00002084,0.87500000
0.00003126,0.83333300
0.00004168,0.79166700
0.00005210,0.75000000
0.00006252,0.70833300
0.00007294,0.66666700
0.00008336,0.62500000
0.00009378,0.58333300
0.00010420,0.54166700
0.00011462,0.50000000
0.00012504,0.45833300
0.00013546,0.41666700
0.00014588,0.37500000
0.00015630,0.33333300
0.00016672,0.29166700
0.00017714,0.25000000
0.00018756,0.20833300
0.00019798,0.16666700
0.00020840,0.12500000
0.00021882,0.08333300
0.00022924,0.04166700
0.00023966,0.00000000
0.00025008,-0.04167000
0.00026050,-0.08333000
0.00027092,-0.12500000
0.00028134,-0.16667000
0.00029176,-0.20833000
0.00030218,-0.25000000
0.00031260,-0.29167000
0.00032302,-0.33333000
0.00033344,-0.37500000
0.00034386,-0.41667000
0.00035428,-0.45833000
0.00036470,-0.50000000
0.00037512,-0.54167000
0.00038554,-0.58333000
0.00039596,-0.62500000
0.00040638,-0.66667000
0.00041680,-0.70833000
0.00042722,-0.75000000
0.00043764,-0.79167000
0.00044806,-0.83333000
0.00045848,-0.87500000
0.00046890,-0.91667000
0.00047932,-0.95833000
0.00048974,-1.00000000
0.00050016,-0.95833000
0.00051058,-0.91667000
0.00052100,-0.87500000
0.00053142,-0.83333000
0.00054184,-0.79167000
0.00055226,-0.75000000
0.00056268,-0.70833000
0.00057310,-0.66667000
0.00058352,-0.62500000
0.00059394,-0.58333000
0.00060436,-0.54167000
0.00061478,-0.50000000
0.00062520,-0.45833000
0.00063562,-0.41667000
0.00064604,-0.37500000
0.00065646,-0.33333000
0.00066688,-0.29167000
0.00067730,-0.25000000
0.00068772,-0.20833000
0.00069814,-0.16667000
0.00070856,-0.12500000
0.00071898,-0.08333000
0.00072940,-0.04167000
0.00073982,0.00000000
0.00075024,0.04166700
0.00076066,0.08333300
0.00077108,0.12500000
0.00078150,0.16666700
0.00079192,0.20833300
0.00080234,0.25000000
0.00081276,0.29166700
0.00082318,0.33333300
0.00083360,0.37500000
0.00084402,0.41666700
0.00085444,0.45833300
0.00086486,0.50000000
0.00087528,0.54166700
0.00088570,0.58333300
0.00089612,0.62500000
0.00090654,0.66666700
0.00091696,0.70833300
0.00092738,0.75000000
0.00093780,0.79166700
0.00094822,0.83333300
0.00095864,0.87500000
0.00096906,0.91666670
0.00097948,0.95833330
0.00098990,1.00000000
0.00100032,0.95833330
0.00101074,0.91666670
0.00102116,0.87500000
0.00103158,0.83333300
0.00104200,0.79166700
0.00105242,0.75000000
0.00106284,0.70833300
0.00107326,0.66666700
0.00108368,0.62500000
0.00109410,0.58333300
0.00110452,0.54166700
0.00111494,0.50000000
0.00112536,0.45833300
0.00113578,0.41666700
0.00114620,0.37500000
0.00115662,0.33333300
0.00116704,0.29166700
0.00117746,0.25000000
0.00118788,0.20833300
0.00119830,0.16666700
0.00120872,0.12500000
0.00121914,0.08333300
0.00122956,0.04166700
0.00123998,0.00000000
0.00125040,-0.04167000
0.00126082,-0.08333000
0.00127124,-0.12500000
0.00128166,-0.16667000
0.00129208,-0.20833000
0.00130250,-0.25000000
0.00131292,-0.29167000
0.00132334,-0.33333000
0.00133376,-0.37500000
0.00134418,-0.41667000
0.00135460,-0.45833000
0.00136502,-0.50000000
0.00137544,-0.54167000
0.00138586,-0.58333000
0.00139628,-0.62500000
0.00140670,-0.66667000
0.00141712,-0.70833000
0.00142754,-0.75000000
0.00143796,-0.79167000
0.00144838,-0.83333000
0.00145880,-0.87500000
0.00146922,-0.91667000
0.00147964,-0.95833000
0.00149006,-1.00000000
0.00150048,-0.95833000
0.00151090,-0.91667000
0.00152132,-0.87500000
0.00153174,-0.83333000
0.00154216,-0.79167000
0.00155258,-0.75000000
0.00156300,-0.70833000
0.00157342,-0.66667000
0.00158384,-0.62500000
0.00159426,-0.58333000
0.00160468,-0.54167000
0.00161510,-0.50000000
0.00162552,-0.45833000
0.00163594,-0.41667000
0.00164636,-0.37500000
0.00165678,-0.33333000
0.00166720,-0.29167000
0.00167762,-0.25000000
0.00168804,-0.20833000
0.00169846,-0.16667000
0.00170888,-0.12500000
0.00171930,-0.08333000
0.00172972,-0.04167000
0.00174014,0.00000000
0.00175056,0.04166700
0.00176098,0.08333300
0.00177140,0.12500000
0.00178182,0.16666700
0.00179224,0.20833300
0.00180266,0.25000000
0.00181308,0.29166700
0.00182350,0.33333300
0.00183392,0.37500000
0.00184434,0.41666700
0.00185476,0.45833300
0.00186518,0.50000000
0.00187560,0.54166700
0.00188602,0.58333300
0.00189644,0.62500000
0.00190686,0.66666700
0.00191728,0.70833300
0.00192770,0.75000000
0.00193812,0.79166700
0.00194854,0.83333300
0.00195896,0.87500000
0.00196938,0.91666670
0.00197980,0.95833330
0.00199022,1.00000000
0.00200064,0.95833330
0.00201106,0.91666670
0.00202148,0.87500000
0.00203190,0.83333300
0.00204232,0.79166700
0.00205274,0.75000000
0.00206316,0.70833300
0.00207358,0.66666700
0.00208400,0.62500000
0.00209442,0.58333300
0.00210484,0.54166700
0.00211526,0.50000000
0.00212568,0.45833300
0.00213610,0.41666700
0.00214652,0.37500000
0.00215694,0.33333300
0.00216736,0.29166700
0.00217778,0.25000000
0.00218820,0.20833300
0.00219862,0.16666700
0.00220904,0.12500000
0.00221946,0.08333300
0.00222988,0.04166700
0.00224030,0.00000000
0.00225072,-0.04167000
0.00226114,-0.08333000
0.00227156,-0.12500000
0.00228198,-0.16667000
0.00229240,-0.20833000
0.00230282,-0.25000000
0.00231324,-0.29167000
0.00232366,-0.33333000
0.00233408,-0.37500000
0.00234450,-0.41667000
0.00235492,-0.45833000
0.00236534,-0.50000000
0.00237576,-0.54167000
0.00238618,-0.58333000
0.00239660,-0.62500000
0.00240702,-0.66667000
0.00241744,-0.70833000
0.00242786,-0.75000000
0.00243828,-0.79167000
0.00244870,-0.83333000
0.00245912,-0.87500000
0.00246954,-0.91667000
0.00247996,-0.95833000
0.00249038,-1.00000000
0.00250080,-0.95833000
0.00251122,-0.91667000
0.00252164,-0.87500000
0.00253206,-0.83333000
0.00254248,-0.79167000
0.00255290,-0.75000000
0.00256332,-0.70833000
0.00257374,-0.66667000
0.00258416,-0.62500000
0.00259458,-0.58333000
0.00260500,-0.54167000
0.00261542,-0.50000000
0.00262584,-0.45833000
0.00263626,-0.41667000
0.00264668,-0.37500000
0.00265710,-0.33333000
0.00266752,-0.29167000
0.00267794,-0.25000000
0.00268837,-0.20833000
0.00269879,-0.16667000
0.00270921,-0.12500000
0.00271963,-0.08333000
0.00273005,-0.04167000
0.00274047,0.00000000
0.00275089,0.04166700
0.00276131,0.08333300
0.00277173,0.12500000
0.00278215,0.16666700
0.00279257,0.20833300
0.00280299,0.25000000
0.00281341,0.29166700
0.00282383,0.33333300
0.00283425,0.37500000
0.00284467,0.41666700
0.00285509,0.45833300
0.00286551,0.50000000
0.00287593,0.54166700
0.00288635,0.58333300
0.00289677,0.62500000
0.00290719,0.66666700
0.00291761,0.70833300
0.00292803,0.75000000
0.00293845,0.79166700
0.00294887,0.83333300
0.00295929,0.87500000
0.00296971,0.91666670
0.00298013,0.95833330
0.00299055,1.00000000
0.00300097,0.95833330
0.00301139,0.91666670
0.00302181,0.87500000
0.00303223,0.83333300
0.00304265,0.79166700
0.00305307,0.75000000
0.00306349,0.70833300
0.00307391,0.66666700
0.00308433,0.62500000
0.00309475,0.58333300
0.00310517,0.54166700
0.00311559,0.50000000
